application_id,job_id,candidate_id,skill_match_score,experience_match_score,cgpa_score,projects_score,overall_score,outcome
1471,162,22,0.0,85.0,88.2,50,46.23,rejected
1472,187,2,0.0,73.0,95.6,80,48.24,rejected
1473,119,427,0.0,97.0,94.9,20,46.34,rejected
1474,25,140,14.29,88.0,77.1,10,45.18,shortlisted
1475,70,212,0.0,61.0,92.0,60,41.1,rejected
1476,27,404,0.0,73.0,73.9,50,40.48,rejected
1477,84,319,0.0,98.5,83.7,40,48.1,shortlisted
1478,101,321,14.29,73.0,78.1,80,51.33,rejected
1479,68,280,0.0,38.5,86.5,60,33.53,rejected
1480,170,276,0.0,77.5,81.7,100,50.5,rejected
1481,64,358,12.5,46.0,86.6,30,36.29,rejected
1482,102,357,0.0,73.0,88.4,70,45.66,rejected
1483,113,160,0.0,97.0,62.8,0,38.52,rejected
1484,98,291,0.0,94.0,89.4,10,43.11,rejected
1485,24,168,0.0,86.5,69.7,90,49.91,rejected
1486,67,161,0.0,97.0,87.1,60,51.16,rejected
1487,13,57,0.0,53.5,70.6,30,31.14,shortlisted
1488,35,370,0.0,85.0,63.4,70,45.51,rejected
1489,47,30,0.0,56.5,67.6,10,28.59,rejected
1490,200,245,0.0,44.5,68.0,90,37.05,rejected
1491,64,357,0.0,32.5,88.4,70,33.51,rejected
1492,178,23,0.0,55.0,87.6,60,38.64,rejected
1493,19,243,12.5,64.0,66.3,40,40.14,shortlisted
1494,175,373,0.0,89.5,67.6,80,48.99,shortlisted
1495,153,276,0.0,94.0,81.7,100,55.45,rejected
1496,143,414,16.67,16.0,97.6,40,32.11,rejected
1497,108,161,14.29,79.0,87.1,60,51.48,rejected
1498,182,332,0.0,65.5,60.4,40,34.71,shortlisted
1499,132,297,0.0,56.5,81.0,20,32.1,rejected
1500,96,307,0.0,100.0,82.4,20,45.36,shortlisted
1501,125,4,0.0,40.0,65.9,10,23.38,hired
1502,153,336,0.0,92.5,66.7,10,39.26,rejected
1503,78,414,14.29,13.0,97.6,40,30.25,shortlisted
1504,136,498,16.67,98.5,69.8,20,49.69,rejected
1505,46,25,0.0,38.5,94.6,40,31.74,rejected
1506,97,193,0.0,13.0,86.7,90,30.41,rejected
1507,71,403,0.0,59.5,79.9,10,31.34,rejected
1508,143,315,0.0,73.0,87.4,100,50.01,rejected
1509,128,211,0.0,98.5,81.4,100,56.76,hired
1510,112,135,0.0,70.0,72.0,90,45.3,shortlisted
1511,80,162,0.0,40.0,71.8,30,27.27,rejected
1512,94,251,0.0,59.5,72.6,0,28.74,rejected
1513,88,276,0.0,50.5,81.7,100,42.4,rejected
1514,147,231,57.14,58.0,97.6,40,60.9,rejected
1515,79,394,0.0,22.0,68.2,0,16.83,rejected
1516,57,99,42.86,50.5,94.7,0,46.5,rejected
1517,156,15,14.29,56.5,84.0,20,38.26,rejected
1518,63,439,0.0,71.5,79.9,90,46.94,rejected
1519,67,410,0.0,79.0,73.7,0,34.75,rejected
1520,98,402,0.0,38.5,89.0,80,36.9,shortlisted
1521,163,95,14.29,62.5,81.7,70,47.22,rejected
1522,87,359,14.29,79.0,89.3,10,44.31,rejected
1523,28,204,14.29,53.5,71.2,40,38.44,rejected
1524,155,312,16.67,53.5,94.1,80,48.83,rejected
1525,14,5,0.0,53.5,65.0,20,28.8,rejected
1526,173,218,0.0,83.5,74.6,90,49.74,shortlisted
1527,48,61,0.0,94.0,69.2,30,43.08,shortlisted
1528,76,93,12.5,29.5,63.7,50,30.91,rejected
1529,116,220,0.0,59.5,60.8,40,32.97,rejected
1530,123,356,14.29,79.0,68.7,100,54.72,rejected
1531,80,206,0.0,95.5,66.0,50,46.05,shortlisted
1532,81,314,12.5,94.0,70.7,20,46.81,shortlisted
1533,8,54,0.0,53.5,71.9,60,35.84,shortlisted
1535,24,191,0.0,41.5,97.0,30,31.5,rejected
1536,129,418,0.0,71.5,64.5,20,34.12,rejected
1537,137,409,0.0,89.5,90.0,0,40.35,rejected
1538,100,31,0.0,80.5,62.5,40,39.52,hired
1539,138,8,0.0,55.0,80.0,30,33.0,shortlisted
1540,151,265,0.0,76.0,85.5,50,43.12,rejected
1541,124,365,14.29,44.5,71.4,40,35.77,rejected
1542,144,66,0.0,80.5,70.4,50,42.21,shortlisted
1543,21,89,14.29,10.0,80.4,0,20.77,rejected
1544,92,228,16.67,44.5,84.6,30,37.21,rejected
1545,4,477,14.29,61.0,67.1,90,47.58,rejected
1547,105,406,0.0,13.0,69.2,40,20.28,rejected
1548,43,327,0.0,13.0,88.7,80,29.2,rejected
1549,20,76,37.5,76.0,81.2,0,49.98,rejected
1550,43,28,0.0,86.5,62.9,80,47.38,rejected
1551,65,118,42.86,80.5,74.3,50,59.94,rejected
1552,123,176,0.0,22.0,75.7,70,28.45,rejected
1553,89,357,0.0,68.5,88.4,70,44.31,rejected
1554,99,444,0.0,22.0,90.0,40,26.1,rejected
1555,13,237,0.0,86.5,77.9,70,48.13,rejected
1556,163,87,28.57,46.0,78.0,40,42.93,rejected
1557,68,486,33.33,74.5,80.0,50,55.18,rejected
1558,80,66,0.0,76.0,70.4,50,40.86,shortlisted
1559,143,356,16.67,86.5,68.7,100,57.92,rejected
1560,129,167,0.0,89.5,83.8,70,49.92,rejected
1561,93,409,0.0,82.0,90.0,0,38.1,rejected
1562,69,25,0.0,26.5,94.6,40,28.14,hired
1563,110,131,0.0,77.5,85.5,80,48.08,rejected
1564,95,147,0.0,43.0,80.3,60,33.95,rejected
1565,87,379,0.0,16.0,73.6,40,21.84,shortlisted
1566,51,433,0.0,97.0,69.6,70,50.04,rejected
1567,29,72,0.0,100.0,80.9,80,54.13,rejected
1568,40,479,14.29,49.0,89.6,80,45.85,rejected
1569,115,147,0.0,64.0,80.3,60,40.24,rejected
1570,158,392,0.0,23.5,83.1,30,24.02,rejected
1571,126,350,0.0,74.5,66.7,20,35.35,rejected
1572,188,418,16.67,58.0,64.5,20,36.74,rejected
1573,116,225,0.0,89.5,74.2,20,40.98,rejected
1574,102,392,0.0,67.0,83.1,30,37.07,rejected
1575,171,151,0.0,71.5,68.9,10,33.28,rejected
1576,174,381,14.29,34.0,65.9,40,31.8,shortlisted
1577,44,16,0.0,59.5,85.2,80,42.63,shortlisted
1578,143,276,0.0,55.0,81.7,100,43.75,rejected
1579,44,420,0.0,37.0,83.4,90,37.11,shortlisted
1580,122,182,0.0,2.5,69.9,0,11.24,rejected
1581,168,278,16.67,74.5,86.2,30,46.45,shortlisted
1582,18,311,0.0,80.5,84.1,40,42.77,rejected
1583,64,424,12.5,52.0,74.5,60,40.77,hired
1584,85,366,0.0,62.5,76.6,20,33.24,rejected
1585,9,198,0.0,83.5,89.9,100,53.54,rejected
1586,59,167,0.0,85.0,83.8,70,48.57,rejected
1587,129,425,0.0,67.0,77.4,30,36.21,shortlisted
1588,160,458,14.29,68.5,77.9,10,39.45,rejected
1589,59,452,0.0,82.0,71.8,20,38.37,rejected
1591,180,404,0.0,65.5,73.9,50,38.23,rejected
1592,27,264,16.67,58.0,61.4,0,33.28,shortlisted
1593,102,226,50.0,65.5,88.5,40,58.92,shortlisted
1594,74,264,0.0,62.5,61.4,0,27.96,rejected
1595,109,177,0.0,91.0,62.8,60,45.72,rejected
1596,72,131,0.0,61.0,85.5,80,43.12,rejected
1597,172,490,14.29,100.0,60.5,60,53.79,rejected
1598,68,219,0.0,85.0,85.9,0,38.38,shortlisted
1599,137,108,0.0,85.0,89.8,70,49.47,rejected
1600,93,353,16.67,83.5,64.6,90,54.91,shortlisted
1601,155,318,0.0,35.5,97.7,20,28.3,rejected
1602,181,402,0.0,37.0,89.0,80,36.45,rejected
1603,4,329,14.29,26.5,75.2,80,36.94,rejected
1604,194,467,0.0,7.0,82.5,50,21.98,rejected
1605,172,165,0.0,79.0,78.9,80,47.53,rejected
1606,153,64,12.5,52.0,75.9,0,31.98,shortlisted
1607,117,492,0.0,88.0,85.7,100,54.25,rejected
1608,170,131,0.0,89.5,85.5,80,51.67,rejected
1609,189,198,0.0,53.5,89.9,100,44.54,rejected
1610,146,297,0.0,80.5,81.0,20,39.3,rejected
1611,151,271,0.0,43.0,95.1,90,40.66,rejected
1612,40,454,0.0,61.0,79.8,0,30.27,rejected
1613,177,307,14.29,71.5,82.4,20,42.52,shortlisted
1614,81,247,87.5,97.0,75.8,10,76.97,shortlisted
1615,35,429,0.0,52.0,94.0,10,31.2,rejected
1616,71,430,0.0,49.0,73.8,60,34.77,rejected
1617,36,130,0.0,74.5,86.7,90,48.85,rejected
1618,10,415,50.0,11.5,79.8,60,44.42,shortlisted
1619,187,307,0.0,85.0,82.4,20,40.86,rejected
1620,98,364,0.0,68.5,88.8,50,41.37,rejected
1621,69,68,0.0,32.5,63.6,70,29.79,rejected
1622,143,333,0.0,49.0,61.4,100,38.91,rejected
1623,116,84,0.0,98.5,91.1,40,49.21,rejected
1624,61,291,14.29,95.5,89.4,10,49.27,rejected
1625,39,500,14.29,14.5,62.7,70,29.97,shortlisted
1626,166,338,0.0,19.0,85.9,70,29.09,rejected
1627,8,201,50.0,92.5,91.2,70,71.93,rejected
1628,41,484,0.0,10.0,92.4,40,22.86,rejected
1629,54,89,0.0,89.5,80.4,0,38.91,rejected
1630,132,474,0.0,50.5,92.0,60,37.95,hired
1631,148,286,14.29,38.5,79.2,80,41.14,rejected
1632,43,75,0.0,46.0,63.5,70,33.83,shortlisted
1633,30,8,0.0,32.5,80.0,30,26.25,shortlisted
1634,45,456,0.0,26.5,81.3,30,24.65,hired
1635,17,355,16.67,52.0,90.7,60,44.87,rejected
1636,119,223,0.0,68.5,65.2,90,43.83,rejected
1637,12,466,14.29,67.0,81.6,80,50.05,hired
1638,162,306,0.0,44.5,94.4,40,33.51,rejected
1639,143,471,0.0,4.0,60.3,60,19.24,rejected
1640,124,367,14.29,50.5,69.1,40,37.23,rejected
1641,3,281,16.67,70.0,83.6,30,44.71,shortlisted
1642,76,97,12.5,77.5,97.6,80,54.89,rejected
1643,24,148,0.0,92.5,65.0,50,45.0,shortlisted
1644,186,121,0.0,80.5,79.3,80,48.05,rejected
1646,63,329,0.0,98.5,75.2,80,52.83,rejected
1647,151,262,0.0,95.5,96.9,80,55.18,rejected
1648,124,142,14.29,89.5,70.7,20,46.17,rejected
1649,193,393,0.0,53.5,60.0,40,31.05,rejected
1650,165,71,14.29,88.0,74.0,30,47.71,shortlisted
1651,80,210,0.0,68.5,93.6,20,37.59,rejected
1652,151,162,0.0,74.5,71.8,30,37.62,rejected
1653,26,18,14.29,65.5,85.0,90,51.61,hired
1654,188,396,0.0,95.5,90.8,90,55.77,rejected
1655,118,428,0.0,71.5,82.2,20,36.78,rejected
1656,47,2,0.0,37.0,95.6,80,37.44,rejected
1657,72,484,0.0,98.5,92.4,40,49.41,rejected
1658,191,302,0.0,38.5,81.5,50,31.28,rejected
1659,20,170,37.5,47.5,75.8,40,46.62,hired
1660,177,24,0.0,53.5,71.2,90,40.23,rejected
1661,172,200,0.0,64.0,64.0,20,31.8,rejected
1662,24,38,0.0,85.0,83.7,90,51.55,hired
1663,166,202,16.67,92.5,64.1,0,44.03,rejected
1664,77,445,0.0,62.5,81.6,20,33.99,shortlisted
1665,24,361,0.0,53.5,94.8,70,40.77,rejected
1666,58,145,0.0,68.5,75.7,10,33.41,hired
1667,115,278,14.29,52.0,86.2,30,38.74,rejected
1668,103,315,14.29,62.5,87.4,100,52.57,rejected
1669,152,138,0.0,31.0,88.2,80,34.53,rejected
1670,121,22,0.0,77.5,88.2,50,43.98,rejected
1671,4,189,0.0,89.5,89.7,70,50.8,rejected
1672,195,100,0.0,95.5,80.4,0,40.71,rejected
1673,141,104,14.29,52.0,68.7,40,37.62,rejected
1674,37,194,12.5,98.5,78.6,0,46.34,rejected
1675,146,290,14.29,88.0,72.2,10,44.44,rejected
1676,41,199,14.29,10.0,60.1,90,31.23,rejected
1677,4,271,0.0,85.0,95.1,90,53.27,rejected
1678,111,286,0.0,79.0,79.2,80,47.58,rejected
1679,163,290,14.29,68.5,72.2,10,38.59,shortlisted
1680,136,350,0.0,82.0,66.7,20,37.6,rejected
1681,125,401,50.0,58.0,81.7,80,61.65,rejected
1682,94,16,0.0,73.0,85.2,80,46.68,rejected
1683,152,220,0.0,13.0,60.8,40,19.02,shortlisted
1684,117,433,0.0,41.5,69.6,70,33.39,shortlisted
1685,117,460,14.29,50.5,89.0,10,35.71,rejected
1686,178,305,0.0,47.5,93.7,10,29.8,rejected
1687,6,483,0.0,88.0,66.4,100,51.36,shortlisted
1688,111,452,0.0,53.5,71.8,20,29.82,rejected
1689,92,233,0.0,0.0,94.5,60,23.17,rejected
1691,48,195,0.0,5.5,67.7,50,19.3,hired
1692,21,284,14.29,88.0,87.0,0,45.16,rejected
1693,195,484,0.0,47.5,92.4,40,34.11,rejected
1694,147,189,28.57,95.5,89.7,70,64.03,rejected
1695,19,402,0.0,97.0,89.0,80,54.45,rejected
1696,86,262,14.29,97.0,96.9,80,61.35,shortlisted
1697,31,236,0.0,70.0,73.5,60,41.02,rejected
1698,75,362,25.0,26.5,77.3,80,41.55,shortlisted
1699,192,71,0.0,82.0,74.0,30,40.2,rejected
1700,99,309,0.0,25.0,88.0,50,28.2,shortlisted
1701,20,50,0.0,38.5,65.3,20,24.35,rejected
1702,166,283,16.67,46.0,74.3,40,37.61,shortlisted
1703,24,312,0.0,89.5,94.1,80,52.96,rejected
1704,104,482,0.0,16.0,71.2,0,15.48,shortlisted
1705,69,91,16.67,47.5,96.6,70,45.91,shortlisted
1706,155,483,16.67,85.0,66.4,100,57.13,shortlisted
1707,132,301,0.0,91.0,63.8,30,41.37,shortlisted
1708,14,416,14.29,49.0,77.1,30,36.48,rejected
1709,68,370,0.0,46.0,63.4,70,33.81,rejected
1710,69,470,16.67,95.5,67.4,40,51.43,shortlisted
1711,142,178,0.0,49.0,86.6,50,35.19,rejected
1712,96,249,0.0,65.5,64.5,10,30.82,rejected
1713,12,164,0.0,73.0,77.2,40,39.48,rejected
1714,130,65,28.57,0.0,82.9,40,29.86,hired
1715,148,73,0.0,0.0,80.0,50,19.5,shortlisted
1716,94,255,0.0,28.0,93.4,50,29.91,rejected
1717,182,295,0.0,70.0,86.1,40,39.91,hired
1718,188,26,0.0,29.5,66.1,20,21.77,shortlisted
1719,103,113,0.0,62.5,63.2,30,32.73,rejected
1720,88,210,0.0,71.5,93.6,20,38.49,rejected
1721,14,236,0.0,80.5,73.5,60,44.17,shortlisted
1722,35,143,0.0,88.0,97.4,20,44.01,rejected
1723,121,91,16.67,50.5,96.6,70,46.81,rejected
1724,144,313,0.0,85.0,78.5,90,50.77,rejected
1725,185,454,0.0,77.5,79.8,0,35.22,rejected
1726,2,30,14.29,89.5,67.6,10,44.2,shortlisted
1727,134,334,0.0,70.0,75.4,80,44.31,rejected
1728,133,94,0.0,71.5,65.5,80,43.27,shortlisted
1729,68,368,16.67,89.5,64.2,90,56.65,shortlisted
1730,24,70,0.0,50.5,85.4,40,33.96,rejected
1731,19,200,12.5,31.0,64.0,20,26.9,rejected
1732,139,474,16.67,65.5,92.0,60,49.12,rejected
1733,198,192,71.43,76.0,81.9,50,71.16,hired
1734,17,31,0.0,76.0,62.5,40,38.17,rejected
1735,144,329,50.0,29.5,75.2,80,52.13,rejected
1736,16,47,0.0,97.0,73.8,10,41.67,shortlisted
1737,96,500,0.0,85.0,62.7,70,45.41,hired
1738,46,433,0.0,34.0,69.6,70,31.14,rejected
1739,28,418,14.29,82.0,64.5,20,42.99,rejected
1740,81,96,0.0,0.0,88.1,20,16.21,rejected
1741,192,451,16.67,65.5,76.9,70,48.35,hired
1742,93,117,0.0,86.5,67.6,20,39.09,rejected
1743,113,28,0.0,56.5,62.9,80,38.38,rejected
1744,35,103,16.67,43.0,62.1,20,31.88,hired
1745,119,37,42.86,79.0,71.5,10,53.07,rejected
1746,152,161,0.0,62.5,87.1,60,40.81,rejected
1747,2,490,0.0,82.0,60.5,60,42.67,rejected
1748,180,425,28.57,83.5,77.4,30,52.59,rejected
1749,23,450,0.0,92.5,74.1,30,43.36,rejected
1750,80,288,0.0,76.0,83.3,0,35.3,rejected
1751,179,151,0.0,77.5,68.9,10,35.09,rejected
1752,166,73,0.0,29.5,80.0,50,28.35,rejected
1753,134,240,0.0,61.0,89.4,70,42.21,rejected
1754,143,294,0.0,58.0,87.4,90,44.01,rejected
1755,106,177,62.5,41.5,62.8,60,55.87,shortlisted
1756,66,143,0.0,76.0,97.4,20,40.41,rejected
1758,188,46,16.67,23.5,65.1,50,30.98,rejected
1759,185,264,0.0,28.0,61.4,0,17.61,rejected
1760,122,104,0.0,95.5,68.7,40,44.95,rejected
1761,138,43,12.5,86.5,92.8,30,49.37,rejected
1762,198,372,14.29,41.5,66.9,60,37.2,rejected
1763,10,133,0.0,82.0,64.5,10,35.78,rejected
1764,40,181,14.29,68.5,82.9,50,46.2,rejected
1765,170,313,0.0,47.5,78.5,90,39.52,rejected
1766,176,94,37.5,56.5,65.5,80,53.77,shortlisted
1767,76,110,25.0,50.5,65.9,50,42.53,rejected
1768,187,185,0.0,34.0,90.8,50,31.32,rejected
1769,135,392,0.0,19.0,83.1,30,22.67,rejected
1770,62,173,0.0,52.0,97.9,80,42.28,rejected
1771,39,216,28.57,50.5,92.6,70,50.97,rejected
1772,104,442,16.67,25.0,86.9,0,27.2,rejected
1773,140,223,0.0,41.5,65.2,90,35.73,hired
1775,141,113,14.29,89.5,63.2,30,46.54,rejected
1776,65,457,14.29,62.5,70.8,20,38.08,rejected
1777,139,258,16.67,64.0,61.1,70,45.53,shortlisted
1778,78,496,0.0,23.5,94.0,40,27.15,shortlisted
1779,59,196,0.0,100.0,89.4,50,50.91,rejected
1780,162,497,0.0,44.5,94.3,40,33.49,rejected
1781,104,469,0.0,25.0,84.2,20,23.13,shortlisted
1782,13,170,0.0,58.0,75.8,40,34.77,rejected
1783,115,418,0.0,98.5,64.5,20,42.22,rejected
1784,71,361,0.0,53.5,94.8,70,40.77,shortlisted
1785,93,230,16.67,76.0,96.7,80,55.97,rejected
1786,91,41,0.0,92.5,72.9,50,46.19,rejected
1787,102,82,50.0,62.5,63.8,70,58.82,shortlisted
1788,47,374,0.0,65.5,83.9,80,44.23,rejected
1789,153,18,12.5,80.5,85.0,90,55.4,rejected
1790,86,462,0.0,89.5,94.9,50,48.59,rejected
1791,28,22,0.0,97.0,88.2,50,49.83,rejected
1792,180,159,0.0,62.5,97.5,20,36.38,rejected
1793,171,308,14.29,98.5,69.1,80,57.63,shortlisted
1794,60,52,0.0,67.0,93.1,90,47.56,rejected
1795,26,237,0.0,52.0,77.9,70,37.78,rejected
1797,176,10,0.0,58.0,63.5,70,37.42,shortlisted
1798,76,361,12.5,56.5,94.8,70,46.67,rejected
1799,175,200,0.0,92.5,64.0,20,40.35,shortlisted
1800,180,91,14.29,79.0,96.6,70,54.4,shortlisted
1801,7,208,71.43,88.0,63.3,30,68.97,rejected
1802,95,471,0.0,26.5,60.3,60,25.99,rejected
1803,69,358,16.67,98.5,86.6,30,53.71,rejected
1804,175,91,16.67,94.0,96.6,70,59.86,rejected
1805,22,342,14.29,83.5,91.7,20,47.52,shortlisted
1806,113,462,0.0,58.0,94.9,50,39.13,rejected
1807,145,183,0.0,77.5,90.2,0,36.78,rejected
1809,107,389,16.67,92.5,85.0,80,59.17,rejected
1810,13,41,0.0,89.5,72.9,50,45.28,rejected
1811,87,110,14.29,98.5,65.9,50,52.65,rejected
1812,47,465,0.0,71.5,69.3,70,42.34,rejected
1813,168,352,16.67,86.5,63.7,40,48.17,rejected
1814,67,226,16.67,58.0,88.5,40,43.34,rejected
1815,159,174,0.0,0.0,73.2,50,18.48,hired
1816,73,23,0.0,88.0,87.6,60,48.54,rejected
1817,127,52,0.0,98.5,93.1,90,57.02,rejected
1818,181,98,0.0,29.5,62.6,0,18.24,rejected
1819,119,305,42.86,70.0,93.7,10,53.7,rejected
1820,91,363,14.29,92.5,90.6,40,53.05,rejected
1821,173,188,0.0,82.0,62.3,60,42.95,rejected
1822,60,342,0.0,55.0,91.7,20,33.26,rejected
1823,17,25,0.0,49.0,94.6,40,34.89,hired
1824,101,148,14.29,41.5,65.0,50,35.41,rejected
1825,160,111,14.29,83.5,70.3,10,42.81,rejected
1826,198,370,14.29,80.5,63.4,70,49.87,hired
1827,177,460,0.0,53.5,89.0,10,30.9,rejected
1828,1,143,0.0,64.0,97.4,20,36.81,rejected
1829,9,450,0.0,44.5,74.1,30,28.96,rejected
1830,12,260,0.0,98.5,63.6,70,49.59,rejected
1831,195,146,0.0,83.5,77.3,50,44.14,shortlisted
1832,139,154,16.67,80.5,65.4,90,54.13,rejected
1833,25,490,28.57,61.0,60.5,60,47.8,rejected
1834,168,173,0.0,73.0,97.9,80,48.58,rejected
1835,158,457,0.0,10.0,70.8,20,16.62,shortlisted
1836,140,184,0.0,82.0,95.6,90,52.44,rejected
1837,193,125,0.0,0.0,64.0,10,11.1,rejected
1838,176,291,12.5,65.5,89.4,10,39.56,rejected
1839,12,186,0.0,68.5,75.0,60,40.8,rejected
1840,9,31,0.0,86.5,62.5,40,41.33,rejected
1841,125,292,0.0,20.5,72.6,10,18.54,rejected
1842,4,330,0.0,89.5,65.5,10,38.17,hired
1843,147,220,0.0,89.5,60.8,40,41.97,rejected
1844,141,31,0.0,80.5,62.5,40,39.52,shortlisted
1845,100,368,0.0,62.5,64.2,90,41.88,rejected
1846,68,23,33.33,98.5,87.6,60,65.02,rejected
1847,62,246,16.67,77.5,69.7,90,53.87,rejected
1848,178,349,0.0,79.0,70.3,80,46.25,shortlisted
1849,56,340,16.67,74.5,88.5,10,43.79,shortlisted
1850,74,158,0.0,59.5,84.6,70,41.04,rejected
1851,96,442,0.0,20.5,86.9,0,19.18,rejected
1852,1,202,14.29,64.0,64.1,0,34.53,rejected
1853,97,389,12.5,100.0,85.0,80,59.75,rejected
1854,41,172,0.0,61.0,74.0,90,42.9,rejected
1855,56,83,16.67,88.0,80.5,20,48.14,rejected
1856,3,38,0.0,59.5,83.7,90,43.91,rejected
1857,98,161,0.0,70.0,87.1,60,43.06,rejected
1858,101,95,0.0,40.0,81.7,70,34.75,rejected
1859,118,276,0.0,74.5,81.7,100,49.6,rejected
1860,150,32,0.0,80.5,90.1,70,48.16,rejected
1861,170,485,0.0,56.5,82.9,100,44.38,rejected
1862,200,77,16.67,23.5,86.6,0,26.71,rejected
1863,57,158,0.0,37.0,84.6,70,34.29,rejected
1864,25,36,28.57,88.0,72.3,50,56.17,hired
1865,9,293,0.0,67.0,75.5,100,46.43,hired
1866,108,430,0.0,98.5,73.8,60,49.62,rejected
1867,92,126,0.0,7.0,78.4,10,15.36,hired
1868,196,492,0.0,46.0,85.7,100,41.66,rejected
1869,106,262,25.0,79.0,96.9,80,60.23,shortlisted
1870,4,78,0.0,92.5,84.4,50,47.91,rejected
1871,30,46,0.0,23.5,65.1,50,24.32,rejected
1872,114,113,0.0,70.0,63.2,30,34.98,rejected
1873,158,475,0.0,44.5,87.4,100,41.46,hired
1874,174,172,0.0,80.5,74.0,90,48.75,rejected
1875,117,172,0.0,92.5,74.0,90,52.35,rejected
1876,145,285,0.0,77.5,78.6,50,42.54,rejected
1877,140,231,16.67,68.5,97.6,40,47.86,rejected
1878,145,441,0.0,64.0,83.3,80,43.69,shortlisted
1879,44,304,0.0,35.5,81.0,100,37.8,rejected
1880,198,217,0.0,46.0,65.6,10,25.14,rejected
1881,102,24,0.0,43.0,71.2,90,37.08,rejected
1882,62,215,0.0,4.0,67.7,90,24.85,rejected
1883,46,409,0.0,41.5,90.0,0,25.95,hired
1884,178,73,0.0,71.5,80.0,50,40.95,rejected
1885,91,267,14.29,52.0,71.1,50,39.48,shortlisted
1886,66,237,14.29,65.5,77.9,70,47.55,rejected
1887,7,356,0.0,77.5,68.7,100,48.55,rejected
1888,1,465,0.0,71.5,69.3,70,42.34,rejected
1889,24,411,0.0,16.0,94.3,90,32.45,rejected
1890,42,116,14.29,8.5,72.6,50,26.65,rejected
1891,141,4,14.29,62.5,65.9,10,35.85,shortlisted
1892,111,359,0.0,76.0,89.3,10,37.7,rejected
1893,26,332,0.0,31.0,60.4,40,24.36,rejected
1894,186,339,0.0,91.0,90.4,50,48.36,shortlisted
1895,91,465,0.0,98.5,69.3,70,50.44,rejected
1896,32,268,0.0,97.0,87.4,40,48.21,rejected
1897,126,371,0.0,11.5,86.5,50,23.93,hired
1898,94,290,0.0,34.0,72.2,10,22.53,shortlisted
1899,28,396,0.0,80.5,90.8,90,51.27,shortlisted
1900,112,109,14.29,23.5,74.4,30,28.42,rejected
1901,86,282,0.0,88.0,96.6,70,51.39,rejected
1902,187,302,0.0,59.5,81.5,50,37.57,rejected
1903,146,384,0.0,17.5,85.0,20,21.0,rejected
1904,121,86,0.0,62.5,74.5,50,37.42,rejected
1905,25,196,28.57,53.5,89.4,50,48.39,rejected
1906,12,363,0.0,74.5,90.6,40,41.94,shortlisted
1907,198,174,0.0,35.5,73.2,50,29.13,rejected
1908,123,274,14.29,26.5,88.0,100,41.86,rejected
1909,180,310,14.29,98.5,85.4,50,55.57,rejected
1910,18,281,0.0,43.0,83.6,30,29.94,rejected
1911,156,483,0.0,53.5,66.4,100,41.01,shortlisted
1912,149,246,28.57,58.0,69.7,90,52.78,rejected
1913,131,142,16.67,92.5,70.7,20,48.02,rejected
1914,80,444,0.0,95.5,90.0,40,48.15,shortlisted
1915,25,264,0.0,88.0,61.4,0,35.61,shortlisted
1916,185,387,0.0,59.5,95.7,50,39.7,rejected
1917,1,28,0.0,67.0,62.9,80,41.53,shortlisted
1918,55,315,0.0,62.5,87.4,100,46.86,rejected
1919,33,321,0.0,77.5,78.1,80,46.96,rejected
1920,59,70,0.0,88.0,85.4,40,45.21,rejected
1921,40,31,0.0,88.0,62.5,40,41.77,rejected
1922,72,143,0.0,2.5,97.4,20,18.36,rejected
1923,72,336,0.0,47.5,66.7,10,25.76,rejected
1924,34,474,0.0,77.5,92.0,60,46.05,rejected
1925,135,383,0.0,95.5,78.9,20,43.48,shortlisted
1926,108,499,14.29,38.5,64.1,60,35.88,rejected
1927,93,296,0.0,68.5,68.4,80,42.81,rejected
1928,51,359,0.0,37.0,89.3,10,25.99,hired
1929,33,377,0.0,98.5,66.0,100,54.45,rejected
1930,4,66,0.0,83.5,70.4,50,43.11,hired
1931,54,26,0.0,95.5,66.1,20,41.56,rejected
1932,183,357,0.0,22.0,88.4,70,30.36,shortlisted
1933,34,67,0.0,50.5,85.6,20,30.99,rejected
1934,128,184,0.0,80.5,95.6,90,51.99,rejected
1935,33,357,0.0,98.5,88.4,70,53.31,rejected
1936,63,191,0.0,19.0,97.0,30,24.75,rejected
1937,11,461,0.0,58.0,89.1,30,35.27,rejected
1938,34,258,0.0,52.0,61.1,70,35.27,shortlisted
1939,86,454,28.57,29.5,79.8,0,32.25,hired
1940,65,203,0.0,83.5,73.3,10,37.55,shortlisted
1941,175,423,0.0,8.5,93.0,50,24.0,shortlisted
1942,184,407,14.29,58.0,88.1,30,40.83,rejected
1943,113,234,0.0,52.0,68.4,100,40.86,rejected
1944,102,463,0.0,76.0,92.1,50,44.12,rejected
1945,157,276,0.0,85.0,81.7,100,52.75,rejected
1946,197,37,0.0,83.5,71.5,10,37.28,rejected
1947,167,83,16.67,62.5,80.5,20,40.49,rejected
1948,23,213,14.29,61.0,75.0,80,47.26,rejected
1949,176,381,12.5,59.5,65.9,40,38.73,shortlisted
1950,77,194,14.29,38.5,78.6,0,29.05,rejected
1951,11,441,0.0,98.5,83.3,80,54.04,rejected
1952,150,384,0.0,79.0,85.0,20,39.45,rejected
1953,56,62,0.0,50.5,85.9,0,28.03,rejected
1954,8,135,0.0,65.5,72.0,90,43.95,rejected
